country,technology,year,spending_usd_ppp_millions,pub_count
Finland,Solar,2009,12.943,45
Finland,Solar,2010,4.598,76
Finland,Solar,2011,6.358,79
Finland,Solar,2012,11.522,135
Finland,Solar,2013,33.798,142
Finland,Solar,2014,8.915,188
Finland,Solar,2015,10.724,215
Finland,Solar,2016,6.077,245
Finland,Solar,2017,8.879,318
Finland,Solar,2018,10.834,386
Finland,Solar,2019,9.472,468
Finland,Solar,2020,7.622,527
Finland,Solar,2021,6.45,633
Finland,Solar,2022,3.828,518
Finland,Solar,2023,1.719,725
France,Solar,1985,19.37,39
France,Solar,1986,12.054,51
France,Solar,1987,5.634,62
France,Solar,1988,4.389,26
France,Solar,1989,7.427,26
France,Solar,1990,4.454,35
France,Solar,1991,4.685,48
France,Solar,1992,4.702,43
France,Solar,1993,4.705,31
France,Solar,1994,4.622,53
France,Solar,1995,3.799,37
France,Solar,1996,3.47,55
France,Solar,1997,2.118,51
France,Solar,1998,3.337,83
France,Solar,1999,9.943,82
France,Solar,2000,17.567,97
France,Solar,2001,20.073,98
France,Solar,2002,59.98,182
France,Solar,2003,39.055,154
France,Solar,2004,51.09,165
France,Solar,2005,75.205,186
France,Solar,2006,87.95,272
France,Solar,2007,112.411,277
France,Solar,2008,122.43,392
France,Solar,2009,159.901,484
France,Solar,2010,148.198,643
France,Solar,2011,174.287,847
France,Solar,2012,173.891,1005
France,Solar,2013,182.27,1060
France,Solar,2014,177.235,1319
France,Solar,2015,174.098,1394
France,Solar,2016,161.704,1595
France,Solar,2017,135.619,1631
France,Solar,2018,131.0,1799
France,Solar,2019,111.645,2017
France,Solar,2020,130.529,2108
France,Solar,2021,127.592,2207
France,Solar,2022,131.719,2298
France,Solar,2023,129.356,3474
Germany,Solar,1974,2.53,3
Germany,Solar,1975,23.96,7
Germany,Solar,1976,39.428,7
Germany,Solar,1977,44.992,18
Germany,Solar,1978,66.045,35
Germany,Solar,1979,191.875,23
Germany,Solar,1980,151.93,40
Germany,Solar,1981,151.629,49
Germany,Solar,1982,308.99,62
Germany,Solar,1983,149.464,40
Germany,Solar,1984,188.453,53
Germany,Solar,1985,152.415,41
Germany,Solar,1986,110.725,52
Germany,Solar,1987,155.553,77
Germany,Solar,1988,174.099,103
Germany,Solar,1989,175.312,45
Germany,Solar,1990,190.76,53
Germany,Solar,1991,190.218,149
Germany,Solar,1992,185.568,66
Germany,Solar,1993,177.646,103
Germany,Solar,1994,114.8,135
Germany,Solar,1995,105.678,104
Germany,Solar,1996,112.859,180
Germany,Solar,1997,94.376,128
Germany,Solar,1998,112.6,156
Germany,Solar,1999,99.805,170
Germany,Solar,2000,108.495,223
Germany,Solar,2001,90.82,265
Germany,Solar,2002,87.39,469
Germany,Solar,2003,80.279,413
Germany,Solar,2004,82.522,311
Germany,Solar,2005,108.302,363
Germany,Solar,2006,106.175,491
Germany,Solar,2007,92.849,402
Germany,Solar,2008,128.586,672
Germany,Solar,2009,116.784,949
Germany,Solar,2010,125.713,1241
Germany,Solar,2011,140.094,1485
Germany,Solar,2012,151.075,1727
Germany,Solar,2013,134.872,1785
Germany,Solar,2014,121.24,1983
Germany,Solar,2015,148.302,2090
Germany,Solar,2016,140.44,2270
Germany,Solar,2017,174.946,2295
Germany,Solar,2018,160.079,2534
Germany,Solar,2019,193.574,2843
Germany,Solar,2020,165.785,3141
Germany,Solar,2021,168.276,3589
Germany,Solar,2022,127.836,3548
Germany,Solar,2023,123.738,4446
Greece,Solar,1977,1.558,1
Greece,Solar,1978,1.191,3
Greece,Solar,1980,25.943,3
Greece,Solar,1981,20.469,6
Greece,Solar,1982,3.915,5
Greece,Solar,1983,5.922,6
Greece,Solar,1984,6.793,5
Greece,Solar,1985,8.924,8
Greece,Solar,1986,30.08,6
Greece,Solar,1987,10.85,11
Greece,Solar,1988,36.655,8
Greece,Solar,1989,8.966,7
Greece,Solar,1990,2.981,2
Greece,Solar,1991,3.435,9
Greece,Solar,1992,4.764,7
Greece,Solar,1993,4.982,5
Greece,Solar,1994,1.202,2
Greece,Solar,1995,1.222,5
Greece,Solar,1996,0.677,7
Greece,Solar,1997,1.841,8
Hungary,Solar,1995,0.596,3
Hungary,Solar,1996,0.079,8
Hungary,Solar,1998,0.115,4
Hungary,Solar,1999,0.053,4
Hungary,Solar,2000,0.37,1
Hungary,Solar,2001,1.215,5
Hungary,Solar,2002,2.097,4
Hungary,Solar,2003,0.0,11
Hungary,Solar,2004,0.0,8
Hungary,Solar,2005,0.0,12
Hungary,Solar,2006,0.0,9
Hungary,Solar,2007,0.0,12
Hungary,Solar,2008,0.0,21
Hungary,Solar,2009,0.0,22
Hungary,Solar,2010,0.0,34
Hungary,Solar,2011,0.0,50
Hungary,Solar,2012,0.0,59
Hungary,Solar,2019,0.0,210
Hungary,Solar,2020,0.64,302
Hungary,Solar,2021,17.402,264
Hungary,Solar,2022,0.216,330
Hungary,Solar,2023,0.004,492
Ireland,Solar,1974,0.0,1
Ireland,Solar,1976,0.141,2
Ireland,Solar,1977,0.727,2
Ireland,Solar,1978,0.658,1
Ireland,Solar,1980,0.755,4
Ireland,Solar,1981,0.0,1
Ireland,Solar,1982,0.0,2
Ireland,Solar,1983,0.0,2
Ireland,Solar,1984,0.0,4
Ireland,Solar,1985,0.142,3
Ireland,Solar,1986,0.0,1
Ireland,Solar,1987,0.0,1
Ireland,Solar,1988,0.0,6
Ireland,Solar,1990,0.079,1
Ireland,Solar,2002,0.038,10
Ireland,Solar,2003,1.195,10
Ireland,Solar,2004,0.15,4
Ireland,Solar,2005,0.278,9
Ireland,Solar,2006,1.034,11
Ireland,Solar,2007,1.062,18
Ireland,Solar,2008,7.739,25
Ireland,Solar,2009,4.489,39
Ireland,Solar,2010,5.333,61
Ireland,Solar,2011,5.751,73
Ireland,Solar,2012,2.354,100
Ireland,Solar,2014,0.998,130
Ireland,Solar,2015,1.101,160
Ireland,Solar,2016,0.811,159
Ireland,Solar,2017,0.436,175
Ireland,Solar,2018,0.715,170
Ireland,Solar,2019,0.581,199
Ireland,Solar,2020,0.588,265
Ireland,Solar,2021,1.011,299
Ireland,Solar,2022,1.782,311
Ireland,Solar,2023,1.778,333
Italy,Solar,1977,15.582,8
Italy,Solar,1978,34.766,21
Italy,Solar,1979,23.509,15
Italy,Solar,1980,62.35,22
Italy,Solar,1981,114.459,35
Italy,Solar,1982,57.413,47
Italy,Solar,1983,64.05,34
Italy,Solar,1984,180.674,39
Italy,Solar,1985,47.991,24
Italy,Solar,1986,57.586,24
Italy,Solar,1987,39.168,33
Italy,Solar,1988,58.214,22
Italy,Solar,1989,40.779,23
Italy,Solar,1990,36.668,14
Italy,Solar,1991,31.709,42
Italy,Solar,1993,42.425,28
Italy,Solar,1994,59.736,23
Italy,Solar,1995,55.926,26
Italy,Solar,1996,48.223,35
Italy,Solar,1997,57.325,34
Italy,Solar,1998,49.483,43
Italy,Solar,2000,52.004,41
Italy,Solar,2001,90.4,44
Italy,Solar,2002,122.748,118
Italy,Solar,2003,116.509,106
Italy,Solar,2004,113.546,97
Italy,Solar,2005,109.272,129
Italy,Solar,2006,72.206,157
Italy,Solar,2007,81.473,187
Italy,Solar,2008,137.649,260
Italy,Solar,2009,71.923,361
Italy,Solar,2011,113.459,606
Italy,Solar,2012,89.019,782
Italy,Solar,2013,96.368,1045
Italy,Solar,2014,125.498,1124
Italy,Solar,2015,74.588,1271
Italy,Solar,2016,45.84,1367
Italy,Solar,2017,46.343,1529
Italy,Solar,2018,48.378,1603
Italy,Solar,2019,52.243,1816
Italy,Solar,2020,53.326,2256
Italy,Solar,2021,93.877,2430
Italy,Solar,2022,55.985,2399
Japan,Solar,1974,15.555,10
Japan,Solar,1975,18.101,19
Japan,Solar,1976,22.194,31
Japan,Solar,1977,20.791,32
Japan,Solar,1978,26.772,41
Japan,Solar,1979,49.609,40
Japan,Solar,1980,119.733,72
Japan,Solar,1981,97.29,105
Japan,Solar,1982,105.659,110
Japan,Solar,1983,106.236,101
Japan,Solar,1984,105.09,84
Japan,Solar,1985,106.09,90
Japan,Solar,1986,93.955,88
Japan,Solar,1987,86.371,113
Japan,Solar,1988,84.943,112
Japan,Solar,1989,77.238,84
Japan,Solar,1990,79.196,99
Japan,Solar,1991,78.535,87
Japan,Solar,1992,72.387,98
Japan,Solar,1993,78.683,98
Japan,Solar,1994,80.392,165
Japan,Solar,1995,81.516,146
Japan,Solar,1996,83.889,173
Japan,Solar,1997,84.2,201
Japan,Solar,1998,94.052,173
Japan,Solar,1999,114.493,173
Japan,Solar,2000,151.342,209
Japan,Solar,2001,107.835,307
Japan,Solar,2002,138.096,575
Japan,Solar,2003,122.172,561
Japan,Solar,2004,220.077,488
Japan,Solar,2005,180.725,539
Japan,Solar,2006,216.789,644
Japan,Solar,2007,4.342,524
Japan,Solar,2008,1.156,762
Japan,Solar,2009,55.809,876
Japan,Solar,2010,111.194,1171
Japan,Solar,2011,149.362,1371
Japan,Solar,2012,181.415,1844
Japan,Solar,2013,153.073,1735
Japan,Solar,2014,146.058,1898
Japan,Solar,2015,83.605,1951
Japan,Solar,2016,80.663,2094
Japan,Solar,2017,71.194,2129
Japan,Solar,2018,74.673,2273
Japan,Solar,2019,46.388,2205
Japan,Solar,2020,42.41,2161
Japan,Solar,2021,41.34,2217
Japan,Solar,2022,40.647,2182
Japan,Solar,2023,43.638,2750
Korea,Solar,2002,8.901,71
Korea,Solar,2003,8.697,73
Korea,Solar,2004,20.274,83
Korea,Solar,2005,30.713,109
Korea,Solar,2006,40.572,163
Korea,Solar,2007,37.088,209
Korea,Solar,2008,106.139,296
Korea,Solar,2009,123.887,523
Korea,Solar,2010,123.461,882
Korea,Solar,2011,138.413,1176
Korea,Solar,2012,131.984,1458
Korea,Solar,2013,111.109,1689
Korea,Solar,2014,106.964,1763
Korea,Solar,2015,87.283,1733
Korea,Solar,2016,94.812,1771
Korea,Solar,2017,91.262,1677
Korea,Solar,2018,92.702,1903
Korea,Solar,2019,110.227,2052
Korea,Solar,2020,105.704,2400
Korea,Solar,2021,117.804,2564
Korea,Solar,2022,113.26,2741
Korea,Solar,2023,94.523,3534
Latvia,Solar,2019,0.0,72
Lithuania,Solar,2019,1.173,94
Lithuania,Solar,2020,0.976,118
Lithuania,Solar,2021,2.68,151
Lithuania,Solar,2022,5.051,165
Lithuania,Solar,2023,1.842,238
Luxembourg,Solar,1996,0.188,1
Luxembourg,Solar,1998,0.246,1
Luxembourg,Solar,2011,0.0,26
Luxembourg,Solar,2012,0.0,23
Mexico,Solar,2013,1.923,179
Mexico,Solar,2014,32.394,285
Mexico,Solar,2015,12.273,252
Mexico,Solar,2016,22.983,305
Mexico,Solar,2017,11.929,370
Mexico,Solar,2018,6.915,444
Mexico,Solar,2019,1.096,581
Mexico,Solar,2020,3.281,557
Mexico,Solar,2021,2.491,683
Mexico,Solar,2022,0.0,672
Mexico,Solar,2023,0.218,941
Netherlands,Solar,1974,2.877,4
Netherlands,Solar,1975,9.622,5
Netherlands,Solar,1976,26.671,2
Netherlands,Solar,1977,30.307,4
Netherlands,Solar,1978,33.006,4
Netherlands,Solar,1979,35.864,8
Netherlands,Solar,1980,18.249,9
Netherlands,Solar,1981,24.45,18
Netherlands,Solar,1982,0.0,12
Netherlands,Solar,1983,0.0,15
Netherlands,Solar,1984,0.0,15
Netherlands,Solar,1985,16.9,7
Netherlands,Solar,1986,19.411,13
Netherlands,Solar,1987,22.774,8
Netherlands,Solar,1988,17.989,20
Netherlands,Solar,1989,15.062,7
Netherlands,Solar,1990,27.983,14
Netherlands,Solar,1991,27.105,25
Netherlands,Solar,1992,23.846,17
Netherlands,Solar,1993,23.062,16
Netherlands,Solar,1994,37.898,32
Netherlands,Solar,1995,26.48,28
Netherlands,Solar,1996,33.978,42
Netherlands,Solar,1997,45.903,38
Netherlands,Solar,1998,49.276,46
Netherlands,Solar,1999,40.692,48
Netherlands,Solar,2000,26.944,56
Netherlands,Solar,2001,34.601,92
Netherlands,Solar,2002,36.719,126
Netherlands,Solar,2003,30.727,126
Netherlands,Solar,2005,25.962,159
Netherlands,Solar,2006,21.264,195
Netherlands,Solar,2007,22.729,192
Netherlands,Solar,2008,27.381,242
Netherlands,Solar,2009,51.439,293
Netherlands,Solar,2010,53.99,374
Netherlands,Solar,2011,54.294,377
Netherlands,Solar,2012,51.889,448
Netherlands,Solar,2013,44.136,475
Netherlands,Solar,2014,34.282,523
Netherlands,Solar,2015,90.796,640
Netherlands,Solar,2016,43.105,713
Netherlands,Solar,2017,37.393,821
Netherlands,Solar,2018,42.833,933
Netherlands,Solar,2019,25.242,962
Netherlands,Solar,2020,28.88,1132
Netherlands,Solar,2021,32.853,1175
Netherlands,Solar,2022,42.84,1252
Netherlands,Solar,2023,15.473,1455
New Zealand,Solar,1976,0.87,1
New Zealand,Solar,1978,0.962,1
New Zealand,Solar,1980,0.826,2
New Zealand,Solar,1981,0.8,2
New Zealand,Solar,1984,0.246,3
New Zealand,Solar,1990,0.0,2
New Zealand,Solar,1993,0.073,1
New Zealand,Solar,1996,0.456,2
New Zealand,Solar,1997,0.724,1
New Zealand,Solar,1998,0.444,2
New Zealand,Solar,1999,0.0,4
New Zealand,Solar,2000,0.0,1
New Zealand,Solar,2001,0.549,5
New Zealand,Solar,2002,0.539,1
New Zealand,Solar,2003,2.663,8
New Zealand,Solar,2004,0.0,12
New Zealand,Solar,2005,0.0,10
New Zealand,Solar,2006,0.917,14
New Zealand,Solar,2007,1.258,9
New Zealand,Solar,2008,1.195,28
New Zealand,Solar,2009,1.168,28
New Zealand,Solar,2010,0.958,39
New Zealand,Solar,2011,0.931,41
New Zealand,Solar,2012,0.933,40
New Zealand,Solar,2013,0.904,56
New Zealand,Solar,2014,0.887,61
New Zealand,Solar,2015,0.0,79
New Zealand,Solar,2016,0.0,75
New Zealand,Solar,2017,0.397,96
New Zealand,Solar,2018,0.51,120
New Zealand,Solar,2019,0.413,124
New Zealand,Solar,2020,0.703,151
New Zealand,Solar,2021,0.552,167
New Zealand,Solar,2022,0.401,158
New Zealand,Solar,2023,0.269,188
Norway,Solar,1976,0.278,1
Norway,Solar,1977,0.428,2
Norway,Solar,1978,1.209,3
Norway,Solar,1979,2.059,7
Norway,Solar,1980,2.358,2
Norway,Solar,1981,1.791,1
Norway,Solar,1982,2.106,1
Norway,Solar,1983,1.868,1
Norway,Solar,1984,1.616,2
Norway,Solar,1985,1.356,2
Norway,Solar,1986,1.5,1
Norway,Solar,1987,0.0,5
Norway,Solar,1988,0.0,1
Norway,Solar,1989,1.913,2
Norway,Solar,1991,3.751,4
Norway,Solar,1992,5.299,1
Norway,Solar,1993,4.542,5
Norway,Solar,1994,2.488,4
Norway,Solar,1995,1.586,2
Norway,Solar,1996,1.29,3
Norway,Solar,1997,1.931,1
Norway,Solar,1998,2.462,3
Norway,Solar,1999,2.796,7
Norway,Solar,2000,2.714,3
Norway,Solar,2001,2.513,8
Norway,Solar,2002,3.367,12
Norway,Solar,2003,2.685,9
Norway,Solar,2004,2.223,9
Norway,Solar,2005,2.04,18
Norway,Solar,2006,2.942,33
Norway,Solar,2007,7.497,20
Norway,Solar,2008,9.257,24
Norway,Solar,2009,22.953,48
Norway,Solar,2010,27.947,65
Norway,Solar,2011,25.807,114
Norway,Solar,2012,18.824,132
Norway,Solar,2013,16.416,156
Norway,Solar,2014,13.226,173
Norway,Solar,2015,20.081,195
Norway,Solar,2016,22.392,189
Norway,Solar,2017,24.756,240
Norway,Solar,2018,12.461,293
Norway,Solar,2019,11.468,372
Norway,Solar,2020,11.313,441
Norway,Solar,2021,13.836,536
Norway,Solar,2022,9.685,526
Norway,Solar,2023,13.066,794
Poland,Solar,2009,16.872,109
Poland,Solar,2010,14.891,105
Poland,Solar,2011,28.238,179
Poland,Solar,2012,16.083,197
Poland,Solar,2013,9.721,212
Poland,Solar,2014,19.967,347
Poland,Solar,2015,12.129,415
Poland,Solar,2016,8.732,531
Poland,Solar,2017,9.063,612
Poland,Solar,2018,16.922,758
Poland,Solar,2019,21.892,914
Poland,Solar,2020,19.352,1058
Poland,Solar,2021,24.875,1392
Poland,Solar,2022,20.786,1422
Poland,Solar,2023,10.719,1941
Portugal,Solar,1981,2.536,1
Portugal,Solar,1983,3.558,1
Portugal,Solar,1984,8.848,3
Portugal,Solar,1985,5.539,1
Portugal,Solar,1986,7.057,1
Portugal,Solar,1987,4.015,1
Portugal,Solar,1988,3.283,3
Portugal,Solar,1989,5.279,3
Portugal,Solar,1991,2.516,6
Portugal,Solar,1992,3.952,1
Portugal,Solar,1993,1.885,2
Portugal,Solar,1994,0.5,7
Portugal,Solar,1995,0.429,5
Portugal,Solar,1996,1.323,6
Portugal,Solar,1997,0.395,6
Portugal,Solar,1998,1.205,6
Portugal,Solar,1999,1.033,11
Portugal,Solar,2000,1.202,7
Portugal,Solar,2001,0.251,14
Portugal,Solar,2002,2.295,23
Portugal,Solar,2003,0.158,12
Portugal,Solar,2004,1.894,17
Portugal,Solar,2005,0.033,23
Portugal,Solar,2006,0.414,33
Portugal,Solar,2007,0.601,31
Portugal,Solar,2008,0.211,53
Portugal,Solar,2009,1.071,64
Portugal,Solar,2010,0.525,80
Portugal,Solar,2011,0.193,125
Portugal,Solar,2012,1.348,143
Portugal,Solar,2013,5.674,201
Portugal,Solar,2014,5.325,199
Portugal,Solar,2015,4.529,248
Republic of Türkiye,Solar,1986,0.0,3
Republic of Türkiye,Solar,1987,0.0,7
Republic of Türkiye,Solar,1988,3.977,3
Republic of Türkiye,Solar,1989,2.261,4
Republic of Türkiye,Solar,1991,0.0,5
Republic of Türkiye,Solar,1992,1.65,2
Republic of Türkiye,Solar,1993,0.328,4
Republic of Türkiye,Solar,1994,0.956,4
Republic of Türkiye,Solar,1995,0.169,7
Republic of Türkiye,Solar,1996,0.286,6
Republic of Türkiye,Solar,1997,5.695,6
Republic of Türkiye,Solar,1998,0.847,7
Republic of Türkiye,Solar,1999,0.647,8
Republic of Türkiye,Solar,2000,0.281,14
Republic of Türkiye,Solar,2001,0.271,9
Republic of Türkiye,Solar,2002,1.521,27
Republic of Türkiye,Solar,2003,0.556,35
Republic of Türkiye,Solar,2004,0.281,47
Republic of Türkiye,Solar,2005,1.214,42
Republic of Türkiye,Solar,2006,0.352,48
Republic of Türkiye,Solar,2007,1.219,65
Republic of Türkiye,Solar,2008,0.583,77
Republic of Türkiye,Solar,2009,1.382,102
Republic of Türkiye,Solar,2014,26.139,321
Republic of Türkiye,Solar,2015,15.539,432
Republic of Türkiye,Solar,2016,5.673,543
Republic of Türkiye,Solar,2017,8.286,749
Republic of Türkiye,Solar,2018,7.614,870
Republic of Türkiye,Solar,2019,36.519,1152
Republic of Türkiye,Solar,2020,7.11,1265
Republic of Türkiye,Solar,2021,24.215,1737
Republic of Türkiye,Solar,2022,7.94,2032
Republic of Türkiye,Solar,2023,3.79,2675
Slovak Republic,Solar,2003,0.0,7
Slovak Republic,Solar,2008,4.281,16
Slovak Republic,Solar,2009,5.063,16
Slovak Republic,Solar,2010,5.737,21
Slovak Republic,Solar,2011,7.065,35
Slovak Republic,Solar,2012,6.289,55
Slovak Republic,Solar,2013,8.737,43
Slovak Republic,Solar,2014,1.114,100
Slovak Republic,Solar,2015,0.214,96
Slovak Republic,Solar,2016,3.197,105
Slovak Republic,Solar,2017,0.466,147
Slovak Republic,Solar,2018,0.348,145
Slovak Republic,Solar,2019,0.433,168
Slovak Republic,Solar,2020,0.521,203
Slovak Republic,Solar,2021,0.698,204
Slovak Republic,Solar,2022,0.907,235
Slovak Republic,Solar,2023,0.666,270
Spain,Solar,1976,9.93,1
Spain,Solar,1978,17.227,7
Spain,Solar,1979,40.279,9
Spain,Solar,1980,77.308,7
Spain,Solar,1981,49.215,22
Spain,Solar,1982,42.101,16
Spain,Solar,1983,50.214,12
Spain,Solar,1984,120.774,10
Spain,Solar,1985,39.719,10
Spain,Solar,1986,14.803,23
Spain,Solar,1987,9.146,32
Spain,Solar,1988,11.123,21
Spain,Solar,1989,11.805,23
Spain,Solar,1990,30.703,13
Spain,Solar,1991,24.595,40
Spain,Solar,1992,22.678,21
Spain,Solar,1993,26.98,15
Spain,Solar,1994,25.863,16
Spain,Solar,1995,29.199,20
Spain,Solar,1996,29.134,28
Spain,Solar,1997,25.616,36
Spain,Solar,1998,9.345,45
Spain,Solar,1999,22.778,62
Spain,Solar,2000,27.636,46
Spain,Solar,2001,25.078,70
Spain,Solar,2002,24.754,106
Spain,Solar,2003,32.971,123
Spain,Solar,2004,24.715,126
Spain,Solar,2005,26.787,186
Spain,Solar,2006,31.842,185
Spain,Solar,2007,36.689,201
Spain,Solar,2008,45.703,273
Spain,Solar,2009,63.989,391
Spain,Solar,2010,44.77,532
Spain,Solar,2011,113.651,653
Spain,Solar,2012,67.84,746
Spain,Solar,2013,42.682,832
Spain,Solar,2014,37.162,971
Spain,Solar,2015,31.715,1174
Spain,Solar,2016,29.144,1253
Spain,Solar,2017,16.042,1480
Spain,Solar,2018,34.173,1711
Spain,Solar,2019,31.071,1875
Spain,Solar,2020,23.548,2096
Spain,Solar,2021,77.422,2413
Spain,Solar,2022,74.379,2541
Spain,Solar,2023,46.493,3507
Sweden,Solar,1976,1.809,1
Sweden,Solar,1977,13.751,4
Sweden,Solar,1978,21.877,7
Sweden,Solar,1979,40.977,7
Sweden,Solar,1980,40.665,3
Sweden,Solar,1981,33.538,8
Sweden,Solar,1982,34.575,6
Sweden,Solar,1983,31.704,6
Sweden,Solar,1984,29.44,3
Sweden,Solar,1985,22.987,5
Sweden,Solar,1986,15.169,5
Sweden,Solar,1987,12.862,8
Sweden,Solar,1988,11.963,11
Sweden,Solar,1989,11.982,4
Sweden,Solar,1990,11.718,1
Sweden,Solar,1991,5.482,10
Sweden,Solar,1992,7.496,7
Sweden,Solar,1993,4.625,10
Sweden,Solar,1994,3.823,5
Sweden,Solar,1995,2.894,3
Sweden,Solar,1996,4.115,15
Sweden,Solar,1997,2.998,13
Sweden,Solar,1998,4.5,18
Sweden,Solar,1999,4.082,24
Sweden,Solar,2000,3.018,47
Sweden,Solar,2001,5.214,41
Sweden,Solar,2002,4.93,44
Sweden,Solar,2003,7.14,53
Sweden,Solar,2004,7.526,71
Sweden,Solar,2005,1.171,53
Sweden,Solar,2006,5.099,57
Sweden,Solar,2007,5.791,80
Sweden,Solar,2008,7.207,97
Sweden,Solar,2009,9.772,138
Sweden,Solar,2010,11.386,176
Sweden,Solar,2011,10.23,217
Sweden,Solar,2012,12.059,281
Sweden,Solar,2013,15.342,334
Sweden,Solar,2014,29.172,440
Sweden,Solar,2015,9.639,458
Sweden,Solar,2016,14.778,516
Sweden,Solar,2017,7.766,640
Sweden,Solar,2018,8.464,673
Sweden,Solar,2019,7.067,774
Sweden,Solar,2020,12.703,895
Sweden,Solar,2021,15.604,977
Sweden,Solar,2022,12.287,942
Sweden,Solar,2023,9.883,1313
Switzerland,Solar,1976,4.391,1
Switzerland,Solar,1977,8.134,4
Switzerland,Solar,1978,13.144,4
Switzerland,Solar,1979,19.163,7
Switzerland,Solar,1980,18.479,6
Switzerland,Solar,1981,20.552,18
Switzerland,Solar,1982,18.396,9
Switzerland,Solar,1983,18.457,9
Switzerland,Solar,1984,16.668,6
Switzerland,Solar,1985,15.514,14
Switzerland,Solar,1986,14.749,10
Switzerland,Solar,1987,16.669,12
Switzerland,Solar,1988,20.128,18
Switzerland,Solar,1989,27.572,13
Switzerland,Solar,1990,37.331,14
Switzerland,Solar,1991,39.859,32
Switzerland,Solar,1992,43.624,18
Switzerland,Solar,1993,44.097,9
Switzerland,Solar,1994,43.937,21
Switzerland,Solar,1995,39.919,22
Switzerland,Solar,1996,35.648,43
Switzerland,Solar,1997,39.998,43
Switzerland,Solar,1998,45.465,44
Switzerland,Solar,1999,44.042,48
Switzerland,Solar,2000,31.969,62
Switzerland,Solar,2001,28.45,44
Switzerland,Solar,2002,33.33,85
Switzerland,Solar,2003,33.195,97
Switzerland,Solar,2004,26.965,90
Switzerland,Solar,2005,26.247,107
Switzerland,Solar,2006,22.773,131
Switzerland,Solar,2007,22.519,121
Switzerland,Solar,2008,26.825,183
Switzerland,Solar,2009,31.286,231
Switzerland,Solar,2010,34.342,304
Switzerland,Solar,2011,43.447,302
Switzerland,Solar,2012,40.79,405
Switzerland,Solar,2013,37.979,458
Switzerland,Solar,2014,47.447,535
Switzerland,Solar,2015,45.536,615
Switzerland,Solar,2016,55.99,654
Switzerland,Solar,2017,56.629,692
Switzerland,Solar,2018,57.08,741
Switzerland,Solar,2019,48.945,795
Switzerland,Solar,2020,45.395,894
Switzerland,Solar,2021,44.32,987
Switzerland,Solar,2022,41.306,935
Switzerland,Solar,2023,51.341,1211
United Kingdom,Solar,1974,0.0,12
United Kingdom,Solar,1975,5.435,26
United Kingdom,Solar,1976,0.0,14
United Kingdom,Solar,1977,2.076,36
United Kingdom,Solar,1978,6.613,78
United Kingdom,Solar,1979,12.576,52
United Kingdom,Solar,1980,7.843,55
United Kingdom,Solar,1981,8.909,55
United Kingdom,Solar,1982,9.092,59
United Kingdom,Solar,1983,8.519,56
United Kingdom,Solar,1984,4.486,42
United Kingdom,Solar,1985,4.758,32
United Kingdom,Solar,1986,4.596,50
United Kingdom,Solar,1987,5.215,43
United Kingdom,Solar,1988,6.027,52
United Kingdom,Solar,1989,7.245,22
United Kingdom,Solar,1990,7.318,31
United Kingdom,Solar,1991,7.852,61
United Kingdom,Solar,1992,7.268,40
United Kingdom,Solar,1993,7.331,50
United Kingdom,Solar,1994,6.255,62
United Kingdom,Solar,1995,6.078,62
United Kingdom,Solar,1996,4.841,105
United Kingdom,Solar,1997,4.625,78
United Kingdom,Solar,1998,2.746,83
United Kingdom,Solar,1999,3.869,99
United Kingdom,Solar,2000,3.546,143
United Kingdom,Solar,2001,4.846,118
United Kingdom,Solar,2002,11.846,197
United Kingdom,Solar,2003,10.292,202
United Kingdom,Solar,2004,24.537,219
United Kingdom,Solar,2005,34.929,226
United Kingdom,Solar,2006,24.147,301
United Kingdom,Solar,2007,18.142,313
United Kingdom,Solar,2009,33.489,474
United Kingdom,Solar,2010,57.616,665
United Kingdom,Solar,2011,21.032,897
United Kingdom,Solar,2012,18.759,1044
United Kingdom,Solar,2013,20.902,1288
United Kingdom,Solar,2014,20.556,1688
United Kingdom,Solar,2015,23.44,1921
United Kingdom,Solar,2016,48.05,2232
United Kingdom,Solar,2017,40.342,2561
United Kingdom,Solar,2018,76.471,2907
United Kingdom,Solar,2019,60.749,3125
United Kingdom,Solar,2020,68.879,3609
United Kingdom,Solar,2021,42.527,3799
United Kingdom,Solar,2022,26.697,3996
United Kingdom,Solar,2023,32.302,5260
United States,Solar,1974,18.733,222
United States,Solar,1975,53.238,365
United States,Solar,1976,209.542,404
United States,Solar,1977,611.984,528
United States,Solar,1978,888.119,638
United States,Solar,1979,1094.481,761
United States,Solar,1980,1236.039,944
United States,Solar,1981,1057.022,716
United States,Solar,1982,481.856,700
United States,Solar,1983,322.056,462
United States,Solar,1984,290.725,606
United States,Solar,1985,250.226,552
United States,Solar,1986,184.087,467
United States,Solar,1987,168.305,478
United States,Solar,1988,134.983,500
United States,Solar,1989,116.505,417
United States,Solar,1990,118.647,446
United States,Solar,1991,141.564,579
United States,Solar,1992,181.611,508
United States,Solar,1993,185.222,451
United States,Solar,1994,212.435,538
United States,Solar,1995,231.58,507
United States,Solar,1996,160.457,671
United States,Solar,1997,150.876,554
United States,Solar,1998,153.65,443
United States,Solar,1999,165.424,558
United States,Solar,2000,140.407,837
United States,Solar,2001,156.327,634
United States,Solar,2002,148.554,1736
United States,Solar,2003,134.095,1087
United States,Solar,2004,128.048,923
United States,Solar,2005,112.934,1300
United States,Solar,2006,69.033,1331
United States,Solar,2007,246.648,1307
